epoch,lr,train_loss,val_loss,train_acc@1,train_acc@5,val_acc@1,val_acc@5
0.0,0.0003,5.213261206942445,4.5578071353383365,"tensor(8.7395, device='cuda:0')","tensor(21.9170, device='cuda:0')","tensor(16.9547, device='cuda:0')","tensor(37.7562, device='cuda:0')"
0.0,0.0003,3.4014746051019507,3.8530629963040655,29.608255084920376,54.684234539192886,28.196749505437133,52.3834092928598
1.0,0.0003,3.1248252545541937,3.855344076997261,33.85574573926353,59.53680128337209,30.200361165941047,54.42428411729298
2.0,0.0003,2.94064788832325,3.701827584150976,36.86898419333,62.61258940923675,31.719551695446622,55.82595236047811
3.0,0.0003,2.804166379661053,3.630819308319379,39.11304565390163,64.94697995466989,32.99509846085403,57.38527245105627
4.0,0.0003,2.695517151578492,3.535967186807913,40.8627807376446,66.77913342948813,34.10152778969376,58.652220024651015
5.0,0.0003,2.6095674684034846,3.552760454624747,42.348887351720485,68.16313690283461,34.64327686552668,59.073580416774156
6.0,0.0003,2.532767313297898,3.5685802046588115,43.68469078385777,69.40861125011038,34.83819187673961,59.239831456061836
7.0,0.0003,2.4707611995846137,3.461566398871301,44.7498749006564,70.42504341683102,35.81849972780161,60.286066443087684
7.0,0.0003,2.4119348890194074,3.4133022031356384,45.79206281458806,71.37340682306538,35.91882363046938,60.28320004586236
8.0,0.0003,2.3633327693228723,3.4051647560671667,46.625445206487505,72.12179524916846,36.4118439534444,60.684495657408206
9.0,0.0003,2.3123619724873765,3.454906851538454,47.495989462219995,72.95131427898626,36.73288044251706,61.2262447329951
10.0,0.0003,2.2746525681342002,3.399346454759228,48.21862214111206,73.55013540164248,37.452346146019586,61.733597042096754
11.0,0.0003,2.2370119126815093,3.349658746961601,48.860308185912345,74.12062520236658,37.5956660073953,62.08616390081203
12.0,0.0003,2.2022633828003224,3.364111320099634,49.45636976422453,74.6890913372384,37.23449995744142,61.88551609482042
13.0,0.0003,2.169714094979452,3.3123467897096512,50.07947487710829,75.17826656462485,38.07722074122299,62.50752429293517
14.0,0.0003,2.1360029654703863,3.3759697042630914,50.66449827804433,75.7279677979572,38.24633817751731,62.50752429271648
14.0,0.0003,2.1082594471696345,3.292913050299188,51.144107085038115,76.15882465487299,38.67343136406377,63.16392925731648
15.0,0.0003,2.080849676306702,3.285509438869669,51.63898537073558,76.52657993112177,38.719293719833026,63.12953249061255
16.0,0.0003,2.0524889258826,3.3355599930387925,52.22676831601566,77.0838239189945,38.99446785379249,63.53656089660905
17.0,0.0003,2.0280817511245,3.3393589278971536,52.63610072704795,77.42619138727814,38.773755267442276,63.12093329893656
18.0,0.0003,2.0056989968719563,3.293298611170373,53.077995761339885,77.73268477908928,38.96293748382185,63.68561355254477
19.0,0.0003,1.9811566568163448,3.2969198551990107,53.47647396461896,78.09915226797752,38.95147189494787,63.52509530792643
20.0,0.0003,1.9600149375080795,3.347248941507016,53.90512318605952,78.38448915315104,39.123455728932235,63.771605469085905
21.0,0.0003,1.93775553864351,3.3401663122769087,54.39264268683955,78.72115356312365,39.27824117888123,63.93212371370424
21.0,0.0003,1.9157953217633952,3.3295067047886246,54.74236894004062,79.14391575663026,39.19511565923739,63.62255281358757
22.0,0.0003,1.8963004656352493,3.3730633117867845,55.12631354310776,79.3908029906102,39.189382865114766,63.553759279961014
23.0,0.0003,1.875572173996255,3.3368719603174286,55.45598710740882,79.76150178082595,39.344168315282445,63.72574311348067
24.0,0.0003,1.8573075510841963,3.3381902079357633,55.76855149677685,80.0183233744444,39.61934244891389,63.717143922023375
25.0,2.9999999999999997e-05,1.8368887685093913,3.328363251517125,56.1484487681394,80.27753657316104,40.1238283600248,64.55126551437498
26.0,2.9999999999999997e-05,1.536689327894822,3.167732299845413,62.707885673917524,84.65582962941158,42.48573967369465,67.01636712815662
27.0,2.9999999999999997e-05,1.466932306201195,3.1841258551672027,64.21827627822094,85.55231360197804,42.583197179355786,66.81858571982771
28.0,2.9999999999999997e-05,1.4423227640029992,3.173423968848585,64.70322020427987,85.93257881258647,42.901367271913855,67.159686989423
